scaling_factor,dataset:0,dataset:1,dataset:2,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb
0.35000000000000003,glue-cola,glue-mnli,glue-qqp,0.6941514860977949,0.14125,0.0,0.2275,0.0036101083032490976,0.06536697247706422,
0.4,glue-cola,glue-mnli,glue-qqp,0.7018216682646213,0.4325,0.0,0.47,0.148014440433213,0.04357798165137615,
0.45,glue-cola,glue-mnli,glue-qqp,0.7142857142857143,0.598125,0.0,0.606875,0.22021660649819494,0.008027522935779817,
0.5,glue-cola,glue-mnli,glue-qqp,0.7152444870565676,0.655,0.0,0.718125,0.19855595667870035,0.0,
0.55,glue-cola,glue-mnli,glue-qqp,0.7123681687440077,0.685,0.0,0.78125,0.17328519855595667,0.0,
0.6000000000000001,glue-cola,glue-mnli,glue-qqp,0.713326941514861,0.710625,0.0,0.8025,0.1588447653429603,0.0,
0.65,glue-cola,glue-mnli,glue-qqp,0.7142857142857143,0.730625,0.0,0.804375,0.1407942238267148,0.0,
0.7000000000000001,glue-cola,glue-mnli,glue-qqp,0.7075743048897412,0.75,0.0,0.80875,0.12274368231046931,0.0,
0.75,glue-cola,glue-mnli,glue-qqp,0.6970278044103547,0.761875,0.0,0.809375,0.07942238267148015,0.0,
0.8,glue-cola,glue-mnli,glue-qqp,0.6903163950143816,0.764375,0.0,0.806875,0.06859205776173286,0.0,
0.8500000000000001,glue-cola,glue-mnli,glue-qqp,0.6864813039309684,0.76,0.0,0.80625,0.05054151624548736,0.0,
0.9,glue-cola,glue-mnli,glue-qqp,0.6836049856184084,0.74875,0.0,0.805625,0.04332129963898917,0.0,
0.9500000000000001,glue-cola,glue-mnli,glue-qqp,0.6749760306807286,0.734375,0.0,0.808125,0.032490974729241874,0.0,
1.0,glue-cola,glue-mnli,glue-qqp,0.6673058485139022,0.721875,0.0,0.803125,0.018050541516245487,0.0,
0.0,glue-cola,glue-mnli,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-cola,glue-mnli,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-cola,glue-mnli,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.15000000000000002,glue-cola,glue-mnli,glue-rte,0.0028763183125599234,0.0,0.0,0.0,0.0,0.0,
0.2,glue-cola,glue-mnli,glue-rte,0.13806327900287632,0.000625,0.0,0.0,0.2563176895306859,0.0,
0.25,glue-cola,glue-mnli,glue-rte,0.5302013422818792,0.06,0.0,0.0,0.516245487364621,0.0,
0.30000000000000004,glue-cola,glue-mnli,glue-rte,0.6653883029721956,0.309375,0.0,0.0,0.5234657039711191,0.0011467889908256881,
0.35000000000000003,glue-cola,glue-mnli,glue-rte,0.6864813039309684,0.389375,0.0,0.0,0.5415162454873647,0.0,
0.4,glue-cola,glue-mnli,glue-rte,0.7056567593480345,0.47625,0.0,0.0,0.555956678700361,0.0,
0.45,glue-cola,glue-mnli,glue-rte,0.7142857142857143,0.5575,0.0,0.0,0.5703971119133574,0.0,
0.5,glue-cola,glue-mnli,glue-rte,0.7046979865771812,0.61,0.0,0.0,0.5992779783393501,0.0,
0.55,glue-cola,glue-mnli,glue-rte,0.7046979865771812,0.656875,0.0,0.0,0.6101083032490975,0.0,
0.6000000000000001,glue-cola,glue-mnli,glue-rte,0.7066155321188878,0.70375,0.0,0.0,0.6173285198555957,0.0,
0.65,glue-cola,glue-mnli,glue-rte,0.7085330776605945,0.74,0.0,0.0,0.6534296028880866,0.0,
0.7000000000000001,glue-cola,glue-mnli,glue-rte,0.6931927133269415,0.766875,0.0,0.0,0.6606498194945848,0.0,
0.75,glue-cola,glue-mnli,glue-rte,0.6912751677852349,0.79,0.0,0.0,0.6534296028880866,0.0,
0.8,glue-cola,glue-mnli,glue-rte,0.6778523489932886,0.803125,0.0,0.0,0.6462093862815884,0.0,
0.8500000000000001,glue-cola,glue-mnli,glue-rte,0.675934803451582,0.805,0.0,0.0,0.6534296028880866,0.0,
0.9,glue-cola,glue-mnli,glue-rte,0.6711409395973155,0.81125,0.0,0.0,0.6462093862815884,0.0,
0.9500000000000001,glue-cola,glue-mnli,glue-rte,0.6586768935762224,0.804375,0.0,0.0,0.6209386281588448,0.0,
1.0,glue-cola,glue-mnli,glue-rte,0.6423777564717162,0.795,0.0,0.0,0.5848375451263538,0.0,
0.0,glue-cola,glue-mnli,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-cola,glue-mnli,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-cola,glue-mnli,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0022935779816513763,
0.15000000000000002,glue-cola,glue-mnli,glue-sst2,0.014381591562799617,0.0,0.0,0.0,0.0,0.16169724770642202,
0.2,glue-cola,glue-mnli,glue-sst2,0.348993288590604,0.0,0.0,0.0,0.0,0.7477064220183486,
0.25,glue-cola,glue-mnli,glue-sst2,0.6021093000958773,0.01125,0.0,0.0,0.0,0.9071100917431193,
0.30000000000000004,glue-cola,glue-mnli,glue-sst2,0.663470757430489,0.080625,0.0,0.0,0.0,0.9162844036697247,
0.35000000000000003,glue-cola,glue-mnli,glue-sst2,0.6768935762224353,0.229375,0.0,0.0,0.0,0.9197247706422018,
0.4,glue-cola,glue-mnli,glue-sst2,0.6864813039309684,0.460625,0.0,0.0,0.021660649819494584,0.9231651376146789,
0.45,glue-cola,glue-mnli,glue-sst2,0.6931927133269415,0.580625,0.0,0.0,0.11191335740072202,0.9197247706422018,
0.5,glue-cola,glue-mnli,glue-sst2,0.6970278044103547,0.61375,0.0,0.0,0.19494584837545126,0.9151376146788991,
0.55,glue-cola,glue-mnli,glue-sst2,0.7018216682646213,0.64125,0.0,0.0,0.20938628158844766,0.9002293577981652,
0.6000000000000001,glue-cola,glue-mnli,glue-sst2,0.7037392138063279,0.648125,0.0,0.0,0.20216606498194944,0.8830275229357798,
0.65,glue-cola,glue-mnli,glue-sst2,0.7066155321188878,0.67,0.0,0.0,0.18050541516245489,0.8577981651376146,
0.7000000000000001,glue-cola,glue-mnli,glue-sst2,0.697986577181208,0.68875,0.0,0.0,0.15162454873646208,0.8440366972477065,
0.75,glue-cola,glue-mnli,glue-sst2,0.6836049856184084,0.7,0.0,0.0,0.1371841155234657,0.8027522935779816,
0.8,glue-cola,glue-mnli,glue-sst2,0.6625119846596357,0.7,0.0,0.0,0.10830324909747292,0.7672018348623854,
0.8500000000000001,glue-cola,glue-mnli,glue-sst2,0.6404602109300096,0.688125,0.0,0.0,0.09386281588447654,0.7270642201834863,
0.9,glue-cola,glue-mnli,glue-sst2,0.6069031639501438,0.685625,0.0,0.0,0.06498194945848375,0.694954128440367,
0.9500000000000001,glue-cola,glue-mnli,glue-sst2,0.5685522531160115,0.676875,0.0,0.0,0.04693140794223827,0.6479357798165137,
1.0,glue-cola,glue-mnli,glue-sst2,0.5445829338446788,0.67125,0.0,0.0,0.036101083032490974,0.5871559633027523,
0.0,glue-cola,glue-mnli,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-cola,glue-mnli,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-cola,glue-mnli,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.15000000000000002,glue-cola,glue-mnli,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,glue-cola,glue-mnli,glue-stsb,0.087248322147651,0.0,0.0,0.0,0.0,0.0,
0.25,glue-cola,glue-mnli,glue-stsb,0.4343240651965484,0.000625,0.0,0.0,0.0,0.0,0.3198977112073544
0.30000000000000004,glue-cola,glue-mnli,glue-stsb,0.6375838926174496,0.014375,0.0,0.0,0.0036101083032490976,0.0,0.6526211284978818
0.35000000000000003,glue-cola,glue-mnli,glue-stsb,0.6807286673058485,0.088125,0.0,0.0,0.007220216606498195,0.0,0.7506264709433879
0.4,glue-cola,glue-mnli,glue-stsb,0.7037392138063279,0.19625,0.0,0.0,0.010830324909747292,0.0,0.7846710157141564
0.45,glue-cola,glue-mnli,glue-stsb,0.6970278044103547,0.221875,0.0,0.0,0.0,0.0,0.8108980658012962
0.5,glue-cola,glue-mnli,glue-stsb,0.697986577181208,0.224375,0.0,0.0,0.0,0.0,0.834068152447392
0.55,glue-cola,glue-mnli,glue-stsb,0.6864813039309684,0.250625,0.0,0.0,0.0,0.0,0.8565321734451975
0.6000000000000001,glue-cola,glue-mnli,glue-stsb,0.6692233940556088,0.278125,0.0,0.0,0.0,0.0,0.862828042175243
0.65,glue-cola,glue-mnli,glue-stsb,0.6548418024928092,0.31,0.0,0.0,0.0,0.0,0.8648082922990699
0.7000000000000001,glue-cola,glue-mnli,glue-stsb,0.6433365292425696,0.336875,0.0,0.0,0.0,0.0,0.86261675989421
0.75,glue-cola,glue-mnli,glue-stsb,0.62320230105465,0.368125,0.0,0.0,0.0,0.0,0.8609699530267874
0.8,glue-cola,glue-mnli,glue-stsb,0.5992329817833174,0.385,0.0,0.0,0.0,0.0,0.8615884641960202
0.8500000000000001,glue-cola,glue-mnli,glue-stsb,0.5695110258868649,0.404375,0.0,0.0,0.0,0.0,0.8585944990061967
0.9,glue-cola,glue-mnli,glue-stsb,0.5541706615532119,0.420625,0.0,0.0,0.0,0.0,0.8558256471289593
0.9500000000000001,glue-cola,glue-mnli,glue-stsb,0.5292425695110259,0.430625,0.0,0.0,0.0,0.0,0.8401615297784675
1.0,glue-cola,glue-mnli,glue-stsb,0.4947267497603068,0.43125,0.0,0.0,0.0,0.0,0.831940308167202
0.0,glue-cola,glue-mrpc,glue-qqp,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-cola,glue-mrpc,glue-qqp,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-cola,glue-mrpc,glue-qqp,0.0,0.0,0.0,0.0,0.0,0.0,
0.15000000000000002,glue-cola,glue-mrpc,glue-qqp,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,glue-cola,glue-mrpc,glue-qqp,0.08149568552253116,0.0,0.0,0.0,0.0,0.0,
0.25,glue-cola,glue-mrpc,glue-qqp,0.40268456375838924,0.0,0.11029411764705882,0.00375,0.0,0.0022935779816513763,
0.30000000000000004,glue-cola,glue-mrpc,glue-qqp,0.5829338446788112,0.0,0.36764705882352944,0.06875,0.0,0.0,
0.35000000000000003,glue-cola,glue-mrpc,glue-qqp,0.6347075743048898,0.0,0.49264705882352944,0.2375,0.0,0.0,
0.4,glue-cola,glue-mrpc,glue-qqp,0.6538830297219559,0.0,0.5661764705882353,0.395,0.0,0.0,
0.45,glue-cola,glue-mrpc,glue-qqp,0.673058485139022,0.0,0.6200980392156863,0.5025,0.0,0.0,
0.5,glue-cola,glue-mrpc,glue-qqp,0.6673058485139022,0.0,0.6421568627450981,0.540625,0.0,0.0,
0.55,glue-cola,glue-mrpc,glue-qqp,0.6653883029721956,0.0,0.6666666666666666,0.5525,0.0,0.0,
0.6000000000000001,glue-cola,glue-mrpc,glue-qqp,0.6481303930968361,0.0,0.6838235294117647,0.56125,0.0,0.0,
0.65,glue-cola,glue-mrpc,glue-qqp,0.6184084372003835,0.0,0.6911764705882353,0.559375,0.0,0.0,
0.7000000000000001,glue-cola,glue-mrpc,glue-qqp,0.5704697986577181,0.0,0.7083333333333334,0.55375,0.0,0.0,
0.75,glue-cola,glue-mrpc,glue-qqp,0.5282837967401726,0.0,0.7279411764705882,0.553125,0.0,0.0,
0.8,glue-cola,glue-mrpc,glue-qqp,0.48705656759348037,0.0,0.7377450980392157,0.5575,0.0,0.0,
0.8500000000000001,glue-cola,glue-mrpc,glue-qqp,0.4582933844678811,0.0,0.7549019607843137,0.56125,0.0,0.0,
0.9,glue-cola,glue-mrpc,glue-qqp,0.42090124640460214,0.0,0.7549019607843137,0.561875,0.0,0.0,
0.9500000000000001,glue-cola,glue-mrpc,glue-qqp,0.38926174496644295,0.0,0.7573529411764706,0.5675,0.0,0.0,
1.0,glue-cola,glue-mrpc,glue-qqp,0.3710450623202301,0.0,0.7647058823529411,0.57375,0.0,0.0,
0.0,glue-cola,glue-mrpc,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-cola,glue-mrpc,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-cola,glue-mrpc,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.15000000000000002,glue-cola,glue-mrpc,glue-rte,0.005752636625119847,0.0,0.0,0.0,0.0,0.0,
0.2,glue-cola,glue-mrpc,glue-rte,0.1850431447746884,0.0,0.004901960784313725,0.0,0.0,0.0011467889908256881,
0.25,glue-cola,glue-mrpc,glue-rte,0.48609779482262705,0.0,0.11764705882352941,0.0,0.018050541516245487,0.0,
0.30000000000000004,glue-cola,glue-mrpc,glue-rte,0.5896452540747843,0.0,0.29901960784313725,0.0,0.16967509025270758,0.0,
0.35000000000000003,glue-cola,glue-mrpc,glue-rte,0.6069031639501438,0.0,0.3284313725490196,0.0,0.2924187725631769,0.0,
0.4,glue-cola,glue-mrpc,glue-rte,0.6069031639501438,0.0,0.4215686274509804,0.0,0.36462093862815886,0.0,
0.45,glue-cola,glue-mrpc,glue-rte,0.5915627996164909,0.0,0.4950980392156863,0.0,0.2779783393501805,0.0,
0.5,glue-cola,glue-mrpc,glue-rte,0.5589645254074784,0.0,0.5490196078431373,0.0,0.17689530685920576,0.0,
0.55,glue-cola,glue-mrpc,glue-rte,0.5340364333652924,0.0,0.5808823529411765,0.0,0.11191335740072202,0.0,
0.6000000000000001,glue-cola,glue-mrpc,glue-rte,0.5167785234899329,0.0,0.6225490196078431,0.0,0.036101083032490974,0.0,
0.65,glue-cola,glue-mrpc,glue-rte,0.4813039309683605,0.0,0.6470588235294118,0.0,0.010830324909747292,0.0,
0.7000000000000001,glue-cola,glue-mrpc,glue-rte,0.45254074784276127,0.0,0.6642156862745098,0.0,0.007220216606498195,0.0,
0.75,glue-cola,glue-mrpc,glue-rte,0.4228187919463087,0.0,0.678921568627451,0.0,0.0,0.0,
0.8,glue-cola,glue-mrpc,glue-rte,0.40172579098753597,0.0,0.7034313725490197,0.0,0.0,0.0,
0.8500000000000001,glue-cola,glue-mrpc,glue-rte,0.3796740172579099,0.0,0.7230392156862745,0.0,0.0,0.0,
0.9,glue-cola,glue-mrpc,glue-rte,0.36625119846596355,0.0,0.7279411764705882,0.0,0.0,0.0,
0.9500000000000001,glue-cola,glue-mrpc,glue-rte,0.35282837967401726,0.0,0.7401960784313726,0.0,0.0,0.0,
1.0,glue-cola,glue-mrpc,glue-rte,0.3451581975071908,0.0,0.75,0.0,0.0,0.0,
0.0,glue-cola,glue-mrpc,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-cola,glue-mrpc,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-cola,glue-mrpc,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0034403669724770644,
0.15000000000000002,glue-cola,glue-mrpc,glue-sst2,0.029721955896452542,0.0,0.0,0.0,0.0,0.17775229357798164,
0.2,glue-cola,glue-mrpc,glue-sst2,0.4276126558005753,0.0,0.0,0.0,0.0,0.7396788990825688,
0.25,glue-cola,glue-mrpc,glue-sst2,0.6567593480345159,0.0,0.0,0.0,0.0,0.8681192660550459,
0.30000000000000004,glue-cola,glue-mrpc,glue-sst2,0.6807286673058485,0.0,0.012254901960784314,0.0,0.0,0.8405963302752294,
0.35000000000000003,glue-cola,glue-mrpc,glue-sst2,0.6951102588686481,0.0,0.0392156862745098,0.0,0.0,0.7649082568807339,
0.4,glue-cola,glue-mrpc,glue-sst2,0.6970278044103547,0.0,0.0661764705882353,0.0,0.0,0.6559633027522935,
0.45,glue-cola,glue-mrpc,glue-sst2,0.700862895493768,0.0,0.08088235294117647,0.0,0.0,0.5458715596330275,
0.5,glue-cola,glue-mrpc,glue-sst2,0.7056567593480345,0.0,0.1053921568627451,0.0,0.0,0.42660550458715596,
0.55,glue-cola,glue-mrpc,glue-sst2,0.7190795781399808,0.0,0.12745098039215685,0.0,0.0,0.3348623853211009,
0.6000000000000001,glue-cola,glue-mrpc,glue-sst2,0.7238734419942474,0.0,0.14215686274509803,0.0,0.0,0.24655963302752293,
0.65,glue-cola,glue-mrpc,glue-sst2,0.725790987535954,0.0,0.14705882352941177,0.0,0.0,0.16972477064220184,
0.7000000000000001,glue-cola,glue-mrpc,glue-sst2,0.7229146692233941,0.0,0.15931372549019607,0.0,0.0,0.10779816513761468,
0.75,glue-cola,glue-mrpc,glue-sst2,0.725790987535954,0.0,0.17401960784313725,0.0,0.0,0.06422018348623854,
0.8,glue-cola,glue-mrpc,glue-sst2,0.7286673058485139,0.0,0.19607843137254902,0.0,0.0,0.04357798165137615,
0.8500000000000001,glue-cola,glue-mrpc,glue-sst2,0.7277085330776606,0.0,0.22058823529411764,0.0,0.0,0.01834862385321101,
0.9,glue-cola,glue-mrpc,glue-sst2,0.7344199424736337,0.0,0.23774509803921567,0.0,0.0,0.0045871559633027525,
0.9500000000000001,glue-cola,glue-mrpc,glue-sst2,0.7420901246404602,0.0,0.27941176470588236,0.0,0.0,0.0022935779816513763,
1.0,glue-cola,glue-mrpc,glue-sst2,0.7420901246404602,0.0,0.3112745098039216,0.0,0.0,0.0,
0.0,glue-cola,glue-mrpc,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-cola,glue-mrpc,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-cola,glue-mrpc,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.15000000000000002,glue-cola,glue-mrpc,glue-stsb,0.0009587727708533077,0.0,0.0,0.0,0.0,0.0,
0.2,glue-cola,glue-mrpc,glue-stsb,0.10258868648130393,0.0,0.0,0.0,0.0,0.0,0.027671731598809084
0.25,glue-cola,glue-mrpc,glue-stsb,0.44870565675934804,0.0,0.0024509803921568627,0.0,0.0,0.0,0.4516064283254127
0.30000000000000004,glue-cola,glue-mrpc,glue-stsb,0.6279961649089166,0.0,0.031862745098039214,0.0,0.0,0.0,0.7218370966649014
0.35000000000000003,glue-cola,glue-mrpc,glue-stsb,0.6644295302013423,0.0,0.26715686274509803,0.0,0.0,0.0,0.7718633781607925
0.4,glue-cola,glue-mrpc,glue-stsb,0.6836049856184084,0.0,0.553921568627451,0.0,0.0,0.0,0.7843988776279133
0.45,glue-cola,glue-mrpc,glue-stsb,0.6788111217641419,0.0,0.6372549019607843,0.0,0.0,0.0,0.7739307760096577
0.5,glue-cola,glue-mrpc,glue-stsb,0.6701821668264621,0.0,0.7107843137254902,0.0,0.0,0.0,0.7466640105057023
0.55,glue-cola,glue-mrpc,glue-stsb,0.6673058485139022,0.0,0.7647058823529411,0.0,0.0,0.0,0.6749305966350232
0.6000000000000001,glue-cola,glue-mrpc,glue-stsb,0.6596356663470757,0.0,0.7843137254901961,0.0,0.0,0.0,0.5670550798139937
0.65,glue-cola,glue-mrpc,glue-stsb,0.6500479386385427,0.0,0.7892156862745098,0.0,0.0,0.0,0.44065793673584236
0.7000000000000001,glue-cola,glue-mrpc,glue-stsb,0.6241610738255033,0.0,0.8063725490196079,0.0,0.0,0.0,0.30742371198486523
0.75,glue-cola,glue-mrpc,glue-stsb,0.6069031639501438,0.0,0.8014705882352942,0.0,0.0,0.0,0.15300923021623303
0.8,glue-cola,glue-mrpc,glue-stsb,0.5656759348034516,0.0,0.7892156862745098,0.0,0.0,0.0,0.054143495872376504
0.8500000000000001,glue-cola,glue-mrpc,glue-stsb,0.5474592521572388,0.0,0.7843137254901961,0.0,0.0,0.0,
0.9,glue-cola,glue-mrpc,glue-stsb,0.5263662511984659,0.0,0.7843137254901961,0.0,0.0,0.0,
0.9500000000000001,glue-cola,glue-mrpc,glue-stsb,0.48322147651006714,0.0,0.7696078431372549,0.0,0.0,0.0,
1.0,glue-cola,glue-mrpc,glue-stsb,0.45254074784276127,0.0,0.7622549019607843,0.0,0.0,0.0,
0.0,glue-cola,glue-qqp,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-cola,glue-qqp,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-cola,glue-qqp,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.15000000000000002,glue-cola,glue-qqp,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,glue-cola,glue-qqp,glue-rte,0.04793863854266539,0.0,0.0,0.0,0.0,0.0,
0.25,glue-cola,glue-qqp,glue-rte,0.3844678811121764,0.0,0.0,0.0175,0.018050541516245487,0.0,
0.30000000000000004,glue-cola,glue-qqp,glue-rte,0.5973154362416108,0.0,0.0,0.491875,0.10469314079422383,0.0011467889908256881,
0.35000000000000003,glue-cola,glue-qqp,glue-rte,0.6414189837008629,0.0,0.0,0.645625,0.4404332129963899,0.0,
0.4,glue-cola,glue-qqp,glue-rte,0.6577181208053692,0.0,0.0,0.655625,0.6534296028880866,0.0,
0.45,glue-cola,glue-qqp,glue-rte,0.6673058485139022,0.0,0.0,0.65875,0.6931407942238267,0.0,
0.5,glue-cola,glue-qqp,glue-rte,0.6768935762224353,0.0,0.0,0.660625,0.6101083032490975,0.0,
0.55,glue-cola,glue-qqp,glue-rte,0.675934803451582,0.0,0.0,0.660625,0.48014440433212996,0.0,
0.6000000000000001,glue-cola,glue-qqp,glue-rte,0.660594439117929,0.0,0.0,0.660625,0.3285198555956679,0.0,
0.65,glue-cola,glue-qqp,glue-rte,0.6423777564717162,0.0,0.0,0.660625,0.19494584837545126,0.0,
0.7000000000000001,glue-cola,glue-qqp,glue-rte,0.6001917545541706,0.00125,0.0,0.660625,0.1299638989169675,0.0,
0.75,glue-cola,glue-qqp,glue-rte,0.5695110258868649,0.004375,0.0,0.660625,0.10108303249097472,0.0,
0.8,glue-cola,glue-qqp,glue-rte,0.5349952061361457,0.005,0.0,0.660625,0.07942238267148015,0.0,
0.8500000000000001,glue-cola,glue-qqp,glue-rte,0.50143815915628,0.00375,0.0,0.660625,0.04332129963898917,0.0,
0.9,glue-cola,glue-qqp,glue-rte,0.4678811121764142,0.003125,0.0,0.660625,0.018050541516245487,0.0,
0.9500000000000001,glue-cola,glue-qqp,glue-rte,0.436241610738255,0.001875,0.0,0.660625,0.010830324909747292,0.0,
1.0,glue-cola,glue-qqp,glue-rte,0.4161073825503356,0.001875,0.0,0.66125,0.007220216606498195,0.0,
0.0,glue-cola,glue-qqp,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-cola,glue-qqp,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-cola,glue-qqp,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.15000000000000002,glue-cola,glue-qqp,glue-sst2,0.006711409395973154,0.0,0.0,0.0,0.0,0.04931192660550459,
0.2,glue-cola,glue-qqp,glue-sst2,0.25023969319271333,0.0,0.0,0.0,0.0,0.5091743119266054,
0.25,glue-cola,glue-qqp,glue-sst2,0.6088207094918504,0.0,0.0,0.0,0.0,0.8635321100917431,
0.30000000000000004,glue-cola,glue-qqp,glue-sst2,0.6807286673058485,0.0,0.0,0.009375,0.0,0.9002293577981652,
0.35000000000000003,glue-cola,glue-qqp,glue-sst2,0.6941514860977949,0.0,0.0,0.288125,0.0,0.9025229357798165,
0.4,glue-cola,glue-qqp,glue-sst2,0.697986577181208,0.0,0.0,0.506875,0.0,0.9002293577981652,
0.45,glue-cola,glue-qqp,glue-sst2,0.6970278044103547,0.0,0.0,0.611875,0.0,0.8910550458715596,
0.5,glue-cola,glue-qqp,glue-sst2,0.6960690316395014,0.0,0.0,0.73625,0.0,0.8784403669724771,
0.55,glue-cola,glue-qqp,glue-sst2,0.7027804410354745,0.0,0.0,0.798125,0.0,0.8555045871559633,
0.6000000000000001,glue-cola,glue-qqp,glue-sst2,0.7085330776605945,0.0,0.0,0.80625,0.0,0.823394495412844,
0.65,glue-cola,glue-qqp,glue-sst2,0.7171620325982742,0.0,0.0,0.80375,0.0,0.7786697247706422,
0.7000000000000001,glue-cola,glue-qqp,glue-sst2,0.7219558964525408,0.0,0.0,0.7975,0.0,0.7396788990825688,
