scaling_factor,k,dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,dataset:5,dataset:6,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb
0.7000000000000001,0.75,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.07957813998082454,0.000625,0.0,0.0,0.18772563176895307,0.13646788990825687,0.1835819488905718
0.8,0.75,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.058485139022051776,0.02375,0.004901960784313725,0.000625,0.36823104693140796,0.15481651376146788,0.2907304869896593
0.9,0.75,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.028763183125599234,0.10875,0.0784313725490196,0.016875,0.4223826714801444,0.11926605504587157,0.32843243108334774
1.0,0.75,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.013422818791946308,0.21875,0.2107843137254902,0.07875,0.4151624548736462,0.05619266055045872,0.3409220384119959
0.0,1.0,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,1.0,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,1.0,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.30000000000000004,1.0,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.4,1.0,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,1.0,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.003835091083413231,0.0,0.0,0.0,0.0,0.011467889908256881,
0.6000000000000001,1.0,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.037392138063279005,0.0,0.0,0.0,0.007220216606498195,0.04931192660550459,
0.7000000000000001,1.0,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.06903163950143816,0.0,0.0,0.0,0.10469314079422383,0.12041284403669725,0.047493640419864334
0.8,1.0,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.06327900287631831,0.0025,0.0024509803921568627,0.0,0.2743682310469314,0.18004587155963303,0.1993210657021421
0.9,1.0,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0364333652924257,0.0375,0.004901960784313725,0.000625,0.3935018050541516,0.16972477064220184,0.24825623973487548
1.0,1.0,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.01821668264621285,0.13,0.061274509803921566,0.01875,0.4151624548736462,0.11467889908256881,0.2701199053688265
